"Time stamp","System power generated | (kW)","AC inverter output power | (W)","DC inverter input power | (W)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Weather file ambient temperature | (C)","Weather file beam irradiance | (W/m2)","Weather file diffuse irradiance | (W/m2)","Weather file global horizontal irradiance | (W/m2)"
"Jan 13, 02:00 pm",833.333,833333,873113,48.4788,1136.82,29.1,1076.3,59.5,1088.7
"Jan 13, 03:00 pm",833.333,833333,870981,47.2665,1123.22,28.3,1058,57.9,970.8
"Jan 13, 04:00 pm",822.5,822500,856651,46.0473,1090.21,27.3,1023.9,54.9,794
"Jan 13, 05:00 pm",772.378,772378,803954,44.0943,1002.04,26,962.9,50.3,572.6
"Jan 13, 06:00 pm",620,620000,644411,40.0694,778.173,24.9,842.6,42.7,326.9
"Jan 13, 07:00 pm",178.182,178182,187305,27.952,222.929,22.1,520.8,26.6,89
"Jan 13, 08:00 pm",0,0,0,19.6,0,19.6,0,0,0
"Jan 13, 09:00 pm",0,0,0,17.6,0,17.6,0,0,0
"Jan 13, 10:00 pm",0,0,0,16.1,0,16.1,0,0,0
"Jan 13, 11:00 pm",0,0,0,15.1,0,15.1,0,0,0
"Jan 14, 12:00 am",0,0,0,13.4,0,13.4,0,0,0
"Jan 14, 01:00 am",0,0,0,12.9,0,12.9,0,0,0
"Jan 14, 02:00 am",0,0,0,12.3,0,12.3,0,0,0
"Jan 14, 03:00 am",0,0,0,11.7,0,11.7,0,0,0
"Jan 14, 04:00 am",0,0,0,11.1,0,11.1,0,0,0
"Jan 14, 05:00 am",0,0,0,10.6,0,10.6,0,0,0
"Jan 14, 06:00 am",0,0,0,10,0,10,0,0,0
"Jan 14, 07:00 am",345.659,345659,359633,24.4406,410.268,13.4,677.9,35.6,172.6
"Jan 14, 08:00 am",692.032,692032,719707,44.6428,889.878,16.8,888.9,48,418.3
"Jan 14, 09:00 am",787.206,787206,819533,47.4574,1041.05,20,981.3,55.1,657.3
"Jan 14, 10:00 am",820.638,820638,854692,48.2039,1101.21,22.9,1030.3,60,863.5
"Jan 14, 11:00 am",830.925,830925,865520,48.9045,1126.01,25.3,1057.7,63.2,1019.3
"Jan 14, 12:00 pm",829.19,829190,863693,50.5644,1135.26,26.6,1071.2,65.2,1112.2
"Jan 14, 01:00 pm",833.333,833333,868172,49.3941,1136.63,27.8,1074.9,65.3,1135.2
"Jan 14, 02:00 pm",833.333,833333,871069,48.3864,1133.74,28.7,1068.7,64.1,1086.1
"Jan 14, 03:00 pm",833.333,833333,869344,47.0885,1120.32,28,1051.2,61.6,968.9
"Jan 14, 04:00 pm",820.926,820926,854995,45.8728,1087.37,27,1017.6,57.8,792.6
"Jan 14, 05:00 pm",769.614,769614,801052,44.2102,998.92,25.8,956.6,52.3,571.6
"Jan 14, 06:00 pm",617.61,617610,641917,40.1116,775.3,25,836.5,43.9,326.1
"Jan 14, 07:00 pm",176.754,176754,185841,28.0054,221.263,22.2,513.9,26.9,88.7
"Jan 14, 08:00 pm",0,0,0,19.7,0,19.7,0,0,0
"Jan 14, 09:00 pm",0,0,0,17.8,0,17.8,0,0,0
"Jan 14, 10:00 pm",0,0,0,16.3,0,16.3,0,0,0
"Jan 14, 11:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Jan 15, 12:00 am",0,0,0,14,0,14,0,0,0
"Jan 15, 01:00 am",0,0,0,13.6,0,13.6,0,0,0
"Jan 15, 02:00 am",0,0,0,13.2,0,13.2,0,0,0
"Jan 15, 03:00 am",0,0,0,12.7,0,12.7,0,0,0
"Jan 15, 04:00 am",0,0,0,12.1,0,12.1,0,0,0
"Jan 15, 05:00 am",0,0,0,11.6,0,11.6,0,0,0
"Jan 15, 06:00 am",0,0,0,11.3,0,11.3,0,0,0
"Jan 15, 07:00 am",346.933,346933,360949,25.313,413.261,14.6,697.7,33.8,173.1
"Jan 15, 08:00 am",687.669,687669,715140,49.7684,902.534,17.9,907.7,44.8,421
"Jan 15, 09:00 am",787.414,787414,819752,50.1771,1052.74,20.9,998.5,50.7,661.6
"Jan 15, 10:00 am",822.865,822865,857036,49.8588,1111.58,23.6,1046.9,54.3,869.3
"Jan 15, 11:00 am",833.284,833284,868003,50.2359,1135.32,25.9,1074.2,56.5,1026.4
"Jan 15, 12:00 pm",831.003,831003,865602,51.9133,1144.04,27.8,1088.1,57.5,1120.4
"Jan 15, 01:00 pm",833.333,833333,869758,50.7991,1145.24,28.8,1091.4,57.8,1143.9
"Jan 15, 02:00 pm",833.333,833333,872807,49.8395,1142.73,29.6,1085.1,57.2,1095
"Jan 15, 03:00 pm",833.333,833333,872844,48.3401,1130.55,28.7,1068.1,55.5,977.7
"Jan 15, 04:00 pm",826.258,826258,860607,47.0729,1099.82,27.6,1035.7,52.7,801
"Jan 15, 05:00 pm",778.24,778240,810113,45.1997,1014.24,26.3,977.1,48.3,579
"Jan 15, 06:00 pm",629.811,629811,654654,40.6568,792.386,25.2,860.8,41.2,331.9
"Jan 15, 07:00 pm",183.4,183400,192656,28.3449,229.483,22.3,544.8,25.9,91.3
"Jan 15, 08:00 pm",0,0,0,19.5,0,19.5,0,0,0
"Jan 15, 09:00 pm",0,0,0,17.4,0,17.4,0,0,0
"Jan 15, 10:00 pm",0,0,0,15.7,0,15.7,0,0,0
"Jan 15, 11:00 pm",0,0,0,14.5,0,14.5,0,0,0
"Jan 16, 12:00 am",0,0,0,12.9,0,12.9,0,0,0
"Jan 16, 01:00 am",0,0,0,12.3,0,12.3,0,0,0
"Jan 16, 02:00 am",0,0,0,11.6,0,11.6,0,0,0
"Jan 16, 03:00 am",0,0,0,10.8,0,10.8,0,0,0
"Jan 16, 04:00 am",0,0,0,10.1,0,10.1,0,0,0
"Jan 16, 05:00 am",0,0,0,9.4,0,9.4,0,0,0
"Jan 16, 06:00 am",0,0,0,10.4,0,10.4,0,0,0
"Jan 16, 07:00 am",347.324,347324,361352,24.5316,412.699,13.6,706.6,33.3,172.6
"Jan 16, 08:00 am",698.812,698812,726806,47.7883,909.759,16.9,916.5,44.4,422.2
"Jan 16, 09:00 am",796.359,796359,829154,49.1196,1060.09,20,1006.3,50.4,664.3
"Jan 16, 10:00 am",831.505,831505,866130,48.9194,1119,22.7,1054.2,54.3,873.4
"Jan 16, 11:00 am",833.333,833333,876227,49.4249,1142.23,25.1,1080.9,56.8,1031.7
"Jan 16, 12:00 pm",833.333,833333,872950,51.2711,1150.69,26.6,1094.3,58.2,1126.5
"Jan 16, 01:00 pm",833.333,833333,878218,49.8262,1151.78,27.7,1097.7,58.4,1150.4
"Jan 16, 02:00 pm",833.333,833333,880532,49.0502,1149.15,28.7,1091.4,57.6,1101.4
"Jan 16, 03:00 pm",833.333,833333,879672,47.8537,1137.17,28.1,1074.5,55.8,983.7
"Jan 16, 04:00 pm",832.203,832203,866865,46.7939,1106.6,27.2,1042.2,52.8,806.2
"Jan 16, 05:00 pm",783.865,783865,816023,45.1362,1021.4,26.1,984,48.3,583.1
"Jan 16, 06:00 pm",637.321,637321,662497,39.8131,799.235,24.4,868.6,41.2,334.5
"Jan 16, 07:00 pm",185.444,185444,194754,27.8225,231.51,21.8,552.3,25.8,92.1
"Jan 16, 08:00 pm",0,0,0,19.4,0,19.4,0,0,0
"Jan 16, 09:00 pm",0,0,0,17.5,0,17.5,0,0,0
"Jan 16, 10:00 pm",0,0,0,16,0,16,0,0,0
"Jan 16, 11:00 pm",0,0,0,15.2,0,15.2,0,0,0
"Jan 17, 12:00 am",0,0,0,14.2,0,14.2,0,0,0
"Jan 17, 01:00 am",0,0,0,13.7,0,13.7,0,0,0
"Jan 17, 02:00 am",0,0,0,13.2,0,13.2,0,0,0
"Jan 17, 03:00 am",0,0,0,12.8,0,12.8,0,0,0
"Jan 17, 04:00 am",0,0,0,12.4,0,12.4,0,0,0
"Jan 17, 05:00 am",0,0,0,12.1,0,12.1,0,0,0
"Jan 17, 06:00 am",0,0,0,13.4,0,13.4,0,0,0
"Jan 17, 07:00 am",341.595,341595,355438,27.3494,410.395,16.7,713.3,32.5,171.3
"Jan 17, 08:00 am",697.449,697449,725378,49.5107,914.174,20,923.6,43.1,421.7
"Jan 17, 09:00 am",789.962,789962,822430,52.1473,1064.44,23.1,1012.8,48.7,664.6
"Jan 17, 10:00 am",823.905,823905,858130,51.9656,1122.45,25.8,1059.9,52.2,874.3
"Jan 17, 11:00 am",833.014,833014,867719,52.381,1144.85,28.1,1086.3,54.3,1033
"Jan 17, 12:00 pm",832.003,832003,866655,53.4684,1152.74,29.4,1099.5,55.4,1128.1
"Jan 17, 01:00 pm",833.333,833333,871823,51.8732,1153,30.4,1102,55.7,1151.7
"Jan 17, 02:00 pm",833.333,833333,874341,50.9095,1149.75,31.1,1095,55,1102.3
"Jan 17, 03:00 pm",833.333,833333,874618,49.3325,1137.44,30.1,1077.5,53.4,984.2
"Jan 17, 04:00 pm",828.87,828870,863356,47.9648,1107.36,28.9,1045.1,50.8,806.4
"Jan 17, 05:00 pm",782.316,782316,814395,45.8832,1022.43,27.4,986.7,46.7,583.1
"Jan 17, 06:00 pm",637.508,637508,662693,40.0995,800.369,25,871.9,40,334.5
"Jan 17, 07:00 pm",182.028,182028,191249,27.8474,227.399,22,557.3,25.3,92
"Jan 17, 08:00 pm",0,0,0,19.2,0,19.2,0,0,0
"Jan 17, 09:00 pm",0,0,0,17,0,17,0,0,0
"Jan 17, 10:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Jan 17, 11:00 pm",0,0,0,14.1,0,14.1,0,0,0
"Jan 18, 12:00 am",0,0,0,13.3,0,13.3,0,0,0
"Jan 18, 01:00 am",0,0,0,12.6,0,12.6,0,0,0
"Jan 18, 02:00 am",0,0,0,11.8,0,11.8,0,0,0
"Jan 18, 03:00 am",0,0,0,10.9,0,10.9,0,0,0
"Jan 18, 04:00 am",0,0,0,10,0,10,0,0,0
"Jan 18, 05:00 am",0,0,0,9.1,0,9.1,0,0,0
"Jan 18, 06:00 am",0,0,0,10,0,10,0,0,0
"Jan 18, 07:00 am",56.4751,56475.1,62779.3,14.0299,71.87,13.1,0,75.3,75.3
"Jan 18, 08:00 am",698.888,698888,726885,45.2266,900.221,16.3,910,42.3,413.3
"Jan 18, 09:00 am",791.74,791740,824298,48.1761,1049.57,19.3,999,47.7,653.3
"Jan 18, 10:00 am",825.17,825170,859461,48.2273,1107.08,22,1045.7,51.1,860.7
"Jan 18, 11:00 am",833.333,833333,869459,48.4587,1128.86,24.2,1071.6,53.2,1017.6
"Jan 18, 12:00 pm",832.603,832603,867287,49.7074,1135.88,24.9,1084,54.3,1111.3
"Jan 18, 01:00 pm",833.333,833333,872252,48.3695,1137.18,25.8,1087.7,54.5,1136
"Jan 18, 02:00 pm",833.333,833333,875556,47.3971,1135.03,26.5,1081.7,53.9,1088.4
"Jan 18, 03:00 pm",833.333,833333,874591,46.3784,1123.91,26.1,1065.2,52.4,972.6
"Jan 18, 04:00 pm",827.067,827067,861458,45.6599,1094.73,25.5,1033.5,49.8,797.3
"Jan 18, 05:00 pm",778.754,778754,810652,44.3745,1011.62,24.7,976.2,45.9,576.7
"Jan 18, 06:00 pm",632.532,632532,657495,39.2511,791.458,24,862.5,39.4,330.7
"Jan 18, 07:00 pm",179.656,179656,188817,27.4303,224.21,21.6,549.8,25,90.5
"Jan 18, 08:00 pm",0,0,0,19.4,0,19.4,0,0,0
"Jan 18, 09:00 pm",0,0,0,17.5,0,17.5,0,0,0
"Jan 18, 10:00 pm",0,0,0,16.1,0,16.1,0,0,0
"Jan 18, 11:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Jan 19, 12:00 am",0,0,0,14,0,14,0,0,0
"Jan 19, 01:00 am",0,0,0,13.7,0,13.7,0,0,0
"Jan 19, 02:00 am",0,0,0,13.3,0,13.3,0,0,0
"Jan 19, 03:00 am",0,0,0,12.8,0,12.8,0,0,0
"Jan 19, 04:00 am",0,0,0,12.4,0,12.4,0,0,0
"Jan 19, 05:00 am",0,0,0,11.9,0,11.9,0,0,0
"Jan 19, 06:00 am",0,0,0,11.7,0,11.7,0,0,0
"Jan 19, 07:00 am",330.693,330693,344187,25.0928,394.457,14.9,702.8,31.1,164.2
"Jan 19, 08:00 am",690.215,690215,717805,49.371,903.8,18.2,915.6,41.4,412.6
"Jan 19, 09:00 am",788.211,788211,820590,50.5094,1054.66,21.2,1005.4,46.7,654.3
"Jan 19, 10:00 am",822.68,822680,856841,50.2716,1112.82,24,1052.7,49.9,863.4
"Jan 19, 11:00 am",832.336,832336,867006,50.5237,1135.11,26.2,1079.4,51.9,1022.2
"Jan 19, 12:00 pm",827.655,827655,862078,52.6451,1142.69,28,1092.6,52.9,1117.6
"Jan 19, 01:00 pm",829.317,829317,863827,52.1582,1143.73,29.2,1095.9,53.3,1142.6
"Jan 19, 02:00 pm",832.269,832269,866935,51.2567,1141.63,30,1089.7,52.9,1095
"Jan 19, 03:00 pm",833.016,833016,867722,49.8313,1130.78,29.2,1073.2,51.5,978.7
"Jan 19, 04:00 pm",823.534,823534,857740,48.415,1102.18,28.1,1041.5,49.2,802.5
"Jan 19, 05:00 pm",778.321,778321,810198,46.4195,1019.37,26.8,984.4,45.4,580.7
"Jan 19, 06:00 pm",633.515,633515,658522,40.9604,798.016,25.9,871.1,39.1,333.2
"Jan 19, 07:00 pm",179.971,179971,189139,28.6542,225.692,23,557.5,24.8,91.1
"Jan 19, 08:00 pm",0,0,0,20.3,0,20.3,0,0,0
"Jan 19, 09:00 pm",0,0,0,18.1,0,18.1,0,0,0
"Jan 19, 10:00 pm",0,0,0,16.2,0,16.2,0,0,0
"Jan 19, 11:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Jan 20, 12:00 am",0,0,0,13.8,0,13.8,0,0,0
"Jan 20, 01:00 am",0,0,0,13,0,13,0,0,0
"Jan 20, 02:00 am",0,0,0,12.2,0,12.2,0,0,0
"Jan 20, 03:00 am",0,0,0,11.3,0,11.3,0,0,0
"Jan 20, 04:00 am",0,0,0,10.4,0,10.4,0,0,0
"Jan 20, 05:00 am",0,0,0,9.5,0,9.5,0,0,0
"Jan 20, 06:00 am",0,0,0,8.3,0,8.3,0,0,0
"Jan 20, 07:00 am",329.862,329862,343330,21.5713,388.61,11.5,698.6,31.3,161.8
"Jan 20, 08:00 am",697.984,697984,725939,46.7315,904.178,14.7,915.3,42.1,411
"Jan 20, 09:00 am",797.768,797768,830636,47.9049,1056.18,17.9,1005.7,47.7,653.7
"Jan 20, 10:00 am",833.333,833333,869239,47.2739,1115.18,20.8,1053.4,51.3,863.7
"Jan 20, 11:00 am",833.333,833333,878865,47.6793,1137.36,23.2,1080,53.6,1023.3
"Jan 20, 12:00 pm",833.333,833333,873050,50.0362,1144.89,24.6,1093.1,54.9,1119.3
"Jan 20, 01:00 pm",833.333,833333,875263,49.2596,1145.2,26,1096.1,55,1144.2
"Jan 20, 02:00 pm",833.333,833333,878748,48.1447,1142.61,27.1,1089.7,54.2,1096.3
"Jan 20, 03:00 pm",833.333,833333,878564,46.9225,1131.5,26.5,1072.9,52.6,979.5
"Jan 20, 04:00 pm",832.401,832401,867074,45.8014,1102.5,25.7,1040.9,49.9,802.8
"Jan 20, 05:00 pm",785.044,785044,817261,44.2082,1019.2,24.6,983.3,45.8,580.5
"Jan 20, 06:00 pm",636.374,636374,661508,39.2036,796.126,23.5,869.2,39.2,332.5
"Jan 20, 07:00 pm",179.825,179825,188990,26.9109,224.129,20.9,554.7,24.7,90.4
"Jan 20, 08:00 pm",0,0,0,18.4,0,18.4,0,0,0
"Jan 20, 09:00 pm",0,0,0,16.6,0,16.6,0,0,0
"Jan 20, 10:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Jan 20, 11:00 pm",0,0,0,14.5,0,14.5,0,0,0
"Jan 21, 12:00 am",0,0,0,14.2,0,14.2,0,0,0
"Jan 21, 01:00 am",0,0,0,13.9,0,13.9,0,0,0
"Jan 21, 02:00 am",0,0,0,13.5,0,13.5,0,0,0
"Jan 21, 03:00 am",0,0,0,13,0,13,0,0,0
"Jan 21, 04:00 am",0,0,0,12.4,0,12.4,0,0,0
"Jan 21, 05:00 am",0,0,0,11.9,0,11.9,0,0,0
"Jan 21, 06:00 am",0,0,0,12.7,0,12.7,0,0,0
"Jan 21, 07:00 am",317.547,317547,330628,26.3705,381.118,16,696.4,30,158.2
"Jan 21, 08:00 am",692.704,692704,720411,47.1081,898.498,19.3,912.5,40.1,405.8
"Jan 21, 09:00 am",786.332,786332,818615,49.843,1048.97,22.3,1001.8,45,646.7
"Jan 21, 10:00 am",818.825,818825,852784,50.1196,1106.67,25,1048.8,47.8,855.2
"Jan 21, 11:00 am",826.323,826323,860675,50.6936,1127.49,27.3,1074.7,49.5,1013.4
"Jan 21, 12:00 pm",821.278,821278,855366,52.7546,1134.24,28.5,1087.5,50.3,1108.6
"Jan 21, 01:00 pm",824.075,824075,858309,51.7243,1134.36,29.7,1090,50.7,1133.4
"Jan 21, 02:00 pm",826.574,826574,860939,50.844,1131.81,30.6,1083.2,50.4,1086
"Jan 21, 03:00 pm",827.325,827325,861730,49.3593,1120.82,29.7,1066,49.3,970.3
"Jan 21, 04:00 pm",817.883,817883,851792,47.9313,1092.4,28.4,1033.7,47.3,795
"Jan 21, 05:00 pm",772.553,772553,804139,46.0203,1010.11,27,976.1,43.9,574.5
"Jan 21, 06:00 pm",625.605,625605,650262,40.8648,787.688,25.5,862.2,37.9,328.5
"Jan 21, 07:00 pm",175.428,175428,184481,28.4997,220.184,22.6,547.7,24.1,88.6
"Jan 21, 08:00 pm",0,0,0,19.8,0,19.8,0,0,0
"Jan 21, 09:00 pm",0,0,0,17.6,0,17.6,0,0,0
"Jan 21, 10:00 pm",0,0,0,15.8,0,15.8,0,0,0
"Jan 21, 11:00 pm",0,0,0,14.6,0,14.6,0,0,0
"Jan 22, 12:00 am",0,0,0,14,0,14,0,0,0
"Jan 22, 01:00 am",0,0,0,13.4,0,13.4,0,0,0
"Jan 22, 02:00 am",0,0,0,12.7,0,12.7,0,0,0
"Jan 22, 03:00 am",0,0,0,12,0,12,0,0,0
"Jan 22, 04:00 am",0,0,0,11.3,0,11.3,0,0,0
"Jan 22, 05:00 am",0,0,0,10.5,0,10.5,0,0,0
"Jan 22, 06:00 am",0,0,0,11.1,0,11.1,0,0,0
"Jan 22, 07:00 am",306.424,306424,319159,23.8117,364.635,14.3,668,30.4,151.7
"Jan 22, 08:00 am",680.706,680706,707854,46.0331,878.877,17.6,889.8,41.2,395.9
"Jan 22, 09:00 am",777.838,777838,809690,48.3987,1031.32,20.5,981.7,46.8,634.5
"Jan 22, 10:00 am",811.558,811558,845138,48.721,1090.43,23.2,1029.7,50.3,841.5
"Jan 22, 11:00 am",821.119,821119,855198,48.8854,1112.03,25.4,1056.1,52.6,998.6
"Jan 22, 12:00 pm",816.67,816670,850517,50.8807,1119.12,26.5,1069,53.9,1093.3
"Jan 22, 01:00 pm",819.427,819427,853418,50.0765,1120.3,27.6,1072.7,54.3,1119.4
"Jan 22, 02:00 pm",823.548,823548,857754,48.8943,1118.68,28.3,1066.9,53.8,1073.7
"Jan 22, 03:00 pm",823.654,823654,857866,47.6953,1108.29,27.7,1050.3,52.4,959.8
"Jan 22, 04:00 pm",813.505,813505,847186,46.4846,1080.17,26.8,1018.4,49.9,786.4
"Jan 22, 05:00 pm",766.199,766199,797466,44.9808,997.557,25.8,960.1,46,567.8
"Jan 22, 06:00 pm",617.327,617326,641621,39.781,773.907,24.7,844.2,39.4,323.7
"Jan 22, 07:00 pm",174.493,174493,183521,27.7386,218.64,22,524.6,24.7,86.2
"Jan 22, 08:00 pm",0,0,0,19.5,0,19.5,0,0,0
"Jan 22, 09:00 pm",0,0,0,17.4,0,17.4,0,0,0
"Jan 22, 10:00 pm",0,0,0,15.7,0,15.7,0,0,0
"Jan 22, 11:00 pm",0,0,0,14.6,0,14.6,0,0,0
"Jan 23, 12:00 am",0,0,0,14.1,0,14.1,0,0,0
"Jan 23, 01:00 am",0,0,0,13.6,0,13.6,0,0,0
"Jan 23, 02:00 am",0,0,0,13,0,13,0,0,0
"Jan 23, 03:00 am",0,0,0,12.3,0,12.3,0,0,0
"Jan 23, 04:00 am",0,0,0,11.7,0,11.7,0,0,0
"Jan 23, 05:00 am",0,0,0,11,0,11,0,0,0
"Jan 23, 06:00 am",0,0,0,11.6,0,11.6,0,0,0
"Jan 23, 07:00 am",301.822,301822,314416,23.9323,359.59,14.9,663.8,30.9,149.7
"Jan 23, 08:00 am",690.637,690637,718247,43.4687,882.548,18.1,892.6,42.2,396
"Jan 23, 09:00 am",783.939,783939,816100,48.1623,1038.34,21.2,987.2,48.1,637.4
"Jan 23, 10:00 am",817.116,817116,850986,49.1245,1099.67,23.9,1037.2,51.8,847.2
"Jan 23, 11:00 am",825.359,825359,859660,49.8775,1122.29,26.2,1065,54.1,1007
"Jan 23, 12:00 pm",820.465,820465,854510,52.1873,1130.38,27.6,1079.1,55.5,1104.1
"Jan 23, 01:00 pm",823.911,823911,858136,51.0421,1130.92,28.6,1082.5,55.7,1130
"Jan 23, 02:00 pm",827.05,827050,861441,50.0872,1128.95,29.5,1076.3,55.1,1083.7
"Jan 23, 03:00 pm",827.747,827747,862174,48.6909,1118.34,28.7,1059.4,53.5,968.5
"Jan 23, 04:00 pm",816.878,816878,850735,47.6751,1089.9,27.8,1027,50.8,793.4
"Jan 23, 05:00 pm",770.105,770105,801567,45.9659,1006.63,26.6,968.3,46.6,572.6
"Jan 23, 06:00 pm",621.332,621332,645802,40.0837,779.853,24.7,851.7,39.8,326.3
"Jan 23, 07:00 pm",175.079,175079,184122,27.76,219.5,21.9,530.1,24.8,86.5
"Jan 23, 08:00 pm",0,0,0,19.2,0,19.2,0,0,0
"Jan 23, 09:00 pm",0,0,0,17.2,0,17.2,0,0,0
"Jan 23, 10:00 pm",0,0,0,15.6,0,15.6,0,0,0
"Jan 23, 11:00 pm",0,0,0,14.5,0,14.5,0,0,0
"Jan 24, 12:00 am",0,0,0,13.3,0,13.3,0,0,0
"Jan 24, 01:00 am",0,0,0,12.6,0,12.6,0,0,0
"Jan 24, 02:00 am",0,0,0,11.9,0,11.9,0,0,0
"Jan 24, 03:00 am",0,0,0,11.4,0,11.4,0,0,0
"Jan 24, 04:00 am",0,0,0,10.9,0,10.9,0,0,0
"Jan 24, 05:00 am",0,0,0,10.3,0,10.3,0,0,0
"Jan 24, 06:00 am",0,0,0,11.8,0,11.8,0,0,0
"Jan 24, 07:00 am",297.858,297858,310331,23.8069,354.973,14.9,664.3,30.4,147.5
"Jan 24, 08:00 am",682.583,682583,709818,46.4703,882.563,18,894,41.5,393.8
"Jan 24, 09:00 am",779.9,779900,811857,49.4388,1038.16,21,988.3,47.1,635.2
"Jan 24, 10:00 am",814.786,814786,848534,49.6445,1098.73,23.7,1037.7,50.5,844.8
"Jan 24, 11:00 am",823.788,823788,858007,49.9128,1120.23,25.9,1064.8,52.6,1004.2
"Jan 24, 12:00 pm",822.599,822599,856756,50.9753,1127.69,27,1078.7,53.7,1101.1
"Jan 24, 01:00 pm",825.566,825566,859879,49.8913,1127.88,28,1081.5,54.2,1127
"Jan 24, 02:00 pm",828.898,828898,863385,48.8153,1125.64,28.7,1074.8,53.8,1080.7
"Jan 24, 03:00 pm",829.481,829481,864000,47.4552,1115.11,28.1,1057.4,52.6,965.7
"Jan 24, 04:00 pm",819.237,819237,853217,46.2407,1086.77,27.2,1024.5,50.2,790.7
"Jan 24, 05:00 pm",772.605,772605,804193,44.4042,1003.61,26.1,965.3,46.3,570.2
"Jan 24, 06:00 pm",620.283,620283,644707,38.9691,775.121,24.2,847.6,39.7,324.2
"Jan 24, 07:00 pm",172.67,172670,181652,27.0207,216.154,21.5,522.6,24.7,85
"Jan 24, 08:00 pm",0,0,0,18.9,0,18.9,0,0,0
"Jan 24, 09:00 pm",0,0,0,16.8,0,16.8,0,0,0
"Jan 24, 10:00 pm",0,0,0,15.2,0,15.2,0,0,0
"Jan 24, 11:00 pm",0,0,0,14.1,0,14.1,0,0,0
"Jan 25, 12:00 am",0,0,0,13.2,0,13.2,0,0,0
"Jan 25, 01:00 am",0,0,0,12.5,0,12.5,0,0,0
"Jan 25, 02:00 am",0,0,0,11.7,0,11.7,0,0,0
"Jan 25, 03:00 am",0,0,0,11.1,0,11.1,0,0,0
"Jan 25, 04:00 am",0,0,0,10.5,0,10.5,0,0,0
"Jan 25, 05:00 am",0,0,0,9.9,0,9.9,0,0,0
"Jan 25, 06:00 am",0,0,0,10.8,0,10.8,0,0,0
"Jan 25, 07:00 am",287.034,287034,299181,22.8131,341.191,14.3,639.1,31.1,142.1
"Jan 25, 08:00 am",676.219,676219,703159,44.7526,868.143,17.9,876,43.2,386.5
"Jan 25, 09:00 am",772.604,772604,804193,48.909,1026,20.8,972.9,49.6,626.8
"Jan 25, 10:00 am",808.847,808847,842286,49.1018,1088.14,23.4,1023.5,53.7,835.7
"Jan 25, 11:00 am",819.122,819122,853096,49.2283,1110.66,25.6,1051.3,56.5,994.8
"Jan 25, 12:00 pm",818.909,818909,852872,50.049,1118.3,27.1,1065.2,58.1,1091.5
"Jan 25, 01:00 pm",822.076,822076,856205,48.9008,1118.52,28.1,1068.1,58.7,1117.7
"Jan 25, 02:00 pm",823.875,823875,858098,48.2735,1116.28,28.9,1061.1,58.4,1071.7
"Jan 25, 03:00 pm",823.332,823332,857527,47.0443,1104.91,28.4,1042.8,56.9,957.2
"Jan 25, 04:00 pm",810.791,810791,844331,46.1786,1075.16,27.7,1008.4,54.1,782.8
"Jan 25, 05:00 pm",761.8,761800,792847,44.4871,989.745,26.8,946.5,49.6,563
"Jan 25, 06:00 pm",603.553,603553,627250,40.1388,757.564,25.2,824.1,42.1,318.1
"Jan 25, 07:00 pm",163.551,163551,172304,28.2907,206.384,22.8,489.2,25.6,81.7
"Jan 25, 08:00 pm",0,0,0,20.5,0,20.5,0,0,0
"Jan 25, 09:00 pm",0,0,0,18.6,0,18.6,0,0,0
"Jan 25, 10:00 pm",0,0,0,17,0,17,0,0,0
"Jan 25, 11:00 pm",0,0,0,16.1,0,16.1,0,0,0
"Jan 26, 12:00 am",0,0,0,15.1,0,15.1,0,0,0
"Jan 26, 01:00 am",0,0,0,14.6,0,14.6,0,0,0
"Jan 26, 02:00 am",0,0,0,14,0,14,0,0,0
"Jan 26, 03:00 am",0,0,0,13.5,0,13.5,0,0,0
"Jan 26, 04:00 am",0,0,0,13,0,13,0,0,0
"Jan 26, 05:00 am",0,0,0,12.5,0,12.5,0,0,0
"Jan 26, 06:00 am",0,0,0,13.1,0,13.1,0,0,0
"Jan 26, 07:00 am",275.538,275538,287342,24.7587,330.271,16.3,601.9,32.7,135.6
"Jan 26, 08:00 am",652.34,652340,678190,48.1693,848.75,19.7,850,46.6,377.8
"Jan 26, 09:00 am",758.527,758527,789411,50.0022,1011.49,22.4,952.4,54.3,617.5
"Jan 26, 10:00 am",797.582,797582,830440,50.013,1076.72,24.9,1005.6,59.5,826.3
"Jan 26, 11:00 am",809.222,809222,842681,50.096,1100.92,26.9,1035,62.9,985.6
"Jan 26, 12:00 pm",805.492,805492,838757,52.1926,1109.45,29.2,1049.6,65.1,1082.5
"Jan 26, 01:00 pm",809.652,809652,843134,50.7327,1109.67,30.3,1052.3,66.1,1108.9
"Jan 26, 02:00 pm",811.401,811401,844973,49.9692,1106.78,31.1,1044.4,65.8,1062.8
"Jan 26, 03:00 pm",810.67,810670,844204,48.442,1093.88,30.3,1024.4,64,948.1
"Jan 26, 04:00 pm",798.242,798242,831134,46.955,1061.64,29.2,987.5,60.6,773.8
"Jan 26, 05:00 pm",747.064,747064,777382,44.9352,972.137,27.9,921.1,55.1,554.2
